Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
[337 W 138th St Unit 2E](https://www.apartments.com/337-w-138th-st-new-york-city-ny-unit-2e/s61xzc4/),,"[337 W 138th St, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/337+W+138th+St,+New+York,+NY+10030/data=!4m2!4m1!3e2)",,"$2,550",,,Dogs and Cats Allowed,,,,,* Dishwasher,,,* Hardwood Floors,12 Months,,,* Elevator,,![Primary Photo - 337 W 138th St](https://images1.apartments.com/i2/OZ_WKhT0IesjsHN4YxijuO8GY3jjUHOEiwLAIIBux2g/111/337-w-138th-st-unit-2e-new-york-city-ny-primary-photo.jpg) ![Building Photo - 337 W 138th St](https://images1.apartments.com/i2/0V4xkEymmgAgNssjl_In1SMQ6yp8tfdm4FyqyLS1hTc/117/337-w-138th-st-unit-2e-new-york-city-ny-building-photo.jpg) ![Building Photo - 337 W 138th St](https://images1.apartments.com/i2/AwPUWsUL7yrw5DFtxUIYYzIvyRXus21lZmFR7s4mBVQ/117/337-w-138th-st-unit-2e-new-york-city-ny-building-photo.jpg) ![Building Photo - 337 W 138th St](https://images1.apartments.com/i2/dSb_aC3gKQLlLld05ac608njv79WSRPsnaNTOWLeaRA/117/337-w-138th-st-unit-2e-new-york-city-ny-building-photo.jpg) ![Building Photo - 337 W 138th St](https://images1.apartments.com/i2/KcdzYr3_3MS4HuAnX4hb_mlZkgWVzPNZT9-VaYEg9CI/117/337-w-138th-st-unit-2e-new-york-city-ny-building-photo.jpg) ![Building Photo - 337 W 138th St](https://images1.apartments.com/i2/TsMDDXLQMn9SCWnHqUvChT4-KwSFlZaxs5BsNu3WEzQ/117/337-w-138th-st-unit-2e-new-york-city-ny-building-photo.jpg) ,
[210 W 94th St Unit 6K](https://www.apartments.com/210-w-94th-st-new-york-ny-unit-6k/xr0r10n/),844-530-0792,"[210 W 94th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/210+W+94th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)",700 Sq Ft,"$2,895",,,,,,,,,,,,12 Months,* Laundry Facilities,,* Elevator,* Gated Entry,![Primary Photo - 210 W 94th St](https://images1.apartments.com/i2/JTbqZZ29MFSb3bERN1hhuqJtDp6Yyy13-R-Q5Q0E9F0/111/210-w-94th-st-unit-6k-new-york-ny-primary-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/8mG5Ic5DRnfIzEyuqUQYqrQStfJj1L8PVFQTznXfY0k/117/210-w-94th-st-unit-6k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/CxgHx0D1mcY-6I7x-Df6CnRyU60kaJmblf3e25UK2ig/117/210-w-94th-st-unit-6k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/GdHiqD_dZrxwYVxTmxYhcKz_B3qgTt5JlEFsn9SVBzA/117/210-w-94th-st-unit-6k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/rHyBtxpozC3yt9eKeQxjcddKiU2Msc47HUyAeRXG1-A/117/210-w-94th-st-unit-6k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/9It-ruxXR0coIh5-Fcc8nkDKRhvryd4lXA7idRRwpqw/117/210-w-94th-st-unit-6k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/RAH9kD5_rLD83J6awD3cwBY5xddviQjJ3srnv5d1k2o/117/210-w-94th-st-unit-6k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/i2JSCQjDr2u42_BcXeCVzhqth-5ye12MWsEZcPT8d2s/117/210-w-94th-st-unit-6k-new-york-ny-building-photo.jpg) ![Building Photo - 210 W 94th St](https://images1.apartments.com/i2/2S6MMySbw6jy37SkTq-ohsU1MM3ojiZ_EQleTw53zf8/117/210-w-94th-st-unit-6k-new-york-ny-building-photo.jpg) ,
[811 9th Ave Unit 4A](https://www.apartments.com/811-9th-ave-new-york-ny-unit-4a/n4p8l9p/),844-402-8787,"[811 9th Ave, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/811+9th+Ave,+New+York,+NY+10019/data=!4m2!4m1!3e2)",650 Sq Ft,"$2,550",,,,,,,,* Kitchen Facilities,,* Air Conditioning,,12 Months,,,,* Gated Entry,![Primary Photo - 811 9th Ave](https://images1.apartments.com/i2/aTVNBTE4zhaOV-2E_Zt0ey7rirOTZMYhLP27TYLWU8c/111/811-9th-ave-unit-4a-new-york-ny-primary-photo.jpg) ![Building Photo - 811 9th Ave](https://images1.apartments.com/i2/cdnkLUV1-cqTaahzCuqIRuEK4J3ebAhD-pb14BRqCcg/117/811-9th-ave-unit-4a-new-york-ny-building-photo.jpg) ![Building Photo - 811 9th Ave](https://images1.apartments.com/i2/NUbQ9uH9XnliHc1-vtO_es5tWF3cER32By8WzzGM_r0/117/811-9th-ave-unit-4a-new-york-ny-building-photo.jpg) ![Building Photo - 811 9th Ave](https://images1.apartments.com/i2/_7v2LsyQ5t1AZ66gIWiK_xR48SDrg0oLz5qWcS2Jg-I/117/811-9th-ave-unit-4a-new-york-ny-building-photo.jpg) ,
[529 Broome St Unit 5](https://www.apartments.com/529-broome-st-new-york-ny-unit-5/7k5kl7w/),844-392-7891,"[529 Broome St, New York, NY 10013](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/529+Broome+St,+New+York,+NY+10013/data=!4m2!4m1!3e2)",1 Sq Ft,"$2,950",,,,,,,,"* Granite Countertops
* Stainless Steel Appliances
* Kitchen Facilities",,,* Hardwood Floors,12 Months,,,,,![Primary Photo - 529 Broome St](https://images1.apartments.com/i2/iE2ewBGhrMlxYXF2D96LQohsd98r38801kn7L8Oz4qc/111/529-broome-st-unit-5-new-york-ny-primary-photo.jpg) ![Building Photo - 529 Broome St](https://images1.apartments.com/i2/22f8FZlF5bwcGw0JHxonAsZUEqg9Bb8Sl6RUzC_XL78/117/529-broome-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 529 Broome St](https://images1.apartments.com/i2/EJSSklTiEg8mZmlorqIwM5deMHK8JbroYiPMDDPhN5s/117/529-broome-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 529 Broome St](https://images1.apartments.com/i2/jNsAHNs1bQv2jjYem74Svg9lFhB-OrIwWAjag1X7LTU/117/529-broome-st-unit-5-new-york-ny-building-photo.jpg) ![Building Photo - 529 Broome St](https://images1.apartments.com/i2/m0aCFUkInmiZF4vh8c__mJ19hp3oaIA06yTmk83FNGs/117/529-broome-st-unit-5-new-york-ny-building-photo.jpg) ,
[328 W 83rd St Unit 2A](https://www.apartments.com/328-w-83rd-st-new-york-ny-unit-2a/g5przmy/),844-539-1512,"[328 W 83rd St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/328+W+83rd+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)",,"$2,250",,,No Pets Allowed,,,,,,,,* Walk-In Closets,12 Months,,,* Elevator,,![Primary Photo - 328 W 83rd St](https://images1.apartments.com/i2/rbFGtJfQtFddL5Mj7q0zt-3y06w1vns3sMA-PM6E8iM/111/328-w-83rd-st-unit-2a-new-york-ny-primary-photo.jpg) ![Building Photo - 328 W 83rd St](https://images1.apartments.com/i2/sRRpfJcGM6nguJmHs6p2KopZKYix-EfoMqARJfEU2rI/117/328-w-83rd-st-unit-2a-new-york-ny-building-photo.jpg) ![Building Photo - 328 W 83rd St](https://images1.apartments.com/i2/tKf_9BQttr6lidY0R8QmlZhRzMTKt4hLdU4jDIXnuUk/117/328-w-83rd-st-unit-2a-new-york-ny-building-photo.jpg) ![Building Photo - 328 W 83rd St](https://images1.apartments.com/i2/8YG9_BspWFsZCWX2-FDubtQldB-h5bQkFYb0CvdIUI0/117/328-w-83rd-st-unit-2a-new-york-ny-building-photo.jpg) ![Building Photo - 328 W 83rd St](https://images1.apartments.com/i2/Te4nykEMgLrWrJBV02afNQWAfGoBtf8h1fv1TAOpEiI/117/328-w-83rd-st-unit-2a-new-york-ny-building-photo.jpg) ,
[125 W 116th St Unit 4C](https://www.apartments.com/125-w-116th-st-new-york-ny-unit-4c/3lndn7d/),,"[125 W 116th St, New York, NY 10026](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/125+W+116th+St,+New+York,+NY+10026/data=!4m2!4m1!3e2)",,"$2,700",,,Dogs and Cats Allowed,,,,,* Stainless Steel Appliances,,,* Hardwood Floors,12 Months,,,,,![Kitchen - 125 W 116th St](https://images1.apartments.com/i2/_VHq4bsnakQhc5tQeHDYlZRfuYrnSuTi_WCi_kBPGTQ/111/125-w-116th-st-unit-4c-new-york-ny-kitchen.jpg) ![Kitchen - 125 W 116th St](https://images1.apartments.com/i2/oD9X2RS4N8vwo-C7Szg6uAqihP0sHRU6NA2i-1BUVFs/117/125-w-116th-st-unit-4c-new-york-ny-kitchen.jpg) ![Kitchen - 125 W 116th St](https://images1.apartments.com/i2/GvO0xLZk69ABK8ZdaMeMazgvFWq1sKhT0jwtN9VQ5zo/117/125-w-116th-st-unit-4c-new-york-ny-kitchen.jpg) ![Living Room - 125 W 116th St](https://images1.apartments.com/i2/HQ1yOfubyoQrUBnxAloYbsmm3syhQcQJuyoEu8jL_zo/117/125-w-116th-st-unit-4c-new-york-ny-living-room.jpg) ![Living Room - 125 W 116th St](https://images1.apartments.com/i2/6Oje8r8dBA4FrAs-nXbubPeIGsp_0yhE-6t6aklPj0I/117/125-w-116th-st-unit-4c-new-york-ny-living-room.jpg) ![Bedroom - 125 W 116th St](https://images1.apartments.com/i2/thTuykVG0Bi9lFYxiREMh4cZDTu-kw3u0zpN0LDTz5w/117/125-w-116th-st-unit-4c-new-york-ny-bedroom.jpg) ![Bedroom - 125 W 116th St](https://images1.apartments.com/i2/NVDoCFEao1lHWiykyeOKbImQACbW9iWUoIIN-3kmNRE/117/125-w-116th-st-unit-4c-new-york-ny-bedroom.jpg) ![Bedroom - 125 W 116th St](https://images1.apartments.com/i2/VrcZ6vNtGRxbvi3aYTVHs49SLQS8RIFn00ptESML3us/117/125-w-116th-st-unit-4c-new-york-ny-bedroom.jpg) ![Bedroom - 125 W 116th St](https://images1.apartments.com/i2/DrKONYUC9KPRrt_TR4P-oDPxb4E7oOmiX0zofTcx7g4/117/125-w-116th-st-unit-4c-new-york-ny-bedroom.jpg) ![Bathroom - 125 W 116th St](https://images1.apartments.com/i2/QtHpTcvvAifMCMt1EZ8y9Gq8u0HOLfgIjHeZviS3cWA/117/125-w-116th-st-unit-4c-new-york-ny-bathroom.jpg) ![Bathroom - 125 W 116th St](https://images1.apartments.com/i2/KK4ySflVRx9z2aPTdSTnujgOo2EqJYjMF-8yTJR08NI/117/125-w-116th-st-unit-4c-new-york-ny-bathroom.jpg) ,
[105 W 113th St Unit 1B](https://www.apartments.com/105-w-113th-st-new-york-ny-unit-1b/m61lfnj/),,"[105 W 113th St, New York, NY 10026](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/105+W+113th+St,+New+York,+NY+10026/data=!4m2!4m1!3e2)",,"$2,600",,,Dogs and Cats Allowed,,,,,* Stainless Steel Appliances,,,* Hardwood Floors,12 Months,,,,,![Kitchen - 105 W 113th St](https://images1.apartments.com/i2/dgvZ8rKHHAojSUahO-VnZdGyATXSTyBEpuHhjKrxnJg/111/105-w-113th-st-unit-1b-new-york-ny-kitchen.jpg) ![Kitchen - 105 W 113th St](https://images1.apartments.com/i2/bd3fbSvZIr4ze4NyNbCTbA32KbBeQdPj6oiSToB8XSY/117/105-w-113th-st-unit-1b-new-york-ny-kitchen.jpg) ![Bedroom - 105 W 113th St](https://images1.apartments.com/i2/OMQbmo9ehuA0x-zHKEimk_bwg7vpokWzPdFZHJhHxZE/117/105-w-113th-st-unit-1b-new-york-ny-bedroom.jpg) ![Bedroom - 105 W 113th St](https://images1.apartments.com/i2/bjMoyNlxyEmtx7WzjwgAgOAM7UOGZUc4BwKnMPhiHZM/117/105-w-113th-st-unit-1b-new-york-ny-bedroom.jpg) ![Bedroom - 105 W 113th St](https://images1.apartments.com/i2/I12C5o7bKcKz8mnB2wH-qWV02k1pFP_jZw4jxpRl5Fg/117/105-w-113th-st-unit-1b-new-york-ny-bedroom.jpg) ![Bedroom - 105 W 113th St](https://images1.apartments.com/i2/7gh-go1_Z-NFrknPXVhTVfreNj90OsZRcvlg5I_qmWY/117/105-w-113th-st-unit-1b-new-york-ny-bedroom.jpg) ![Bedroom - 105 W 113th St](https://images1.apartments.com/i2/QrDX4CkA6Ofv6rFBnFvGDpVWGT8Gd02diD1aSeTICO4/117/105-w-113th-st-unit-1b-new-york-ny-bedroom.jpg) ![Living Room - 105 W 113th St](https://images1.apartments.com/i2/ipEdaw-3D2SROpHnYRLa-EhBw2x4QBkGdMFZL5Oe3Qk/117/105-w-113th-st-unit-1b-new-york-ny-living-room.jpg) ![Living Room - 105 W 113th St](https://images1.apartments.com/i2/bODCmw_LdQl3pxoz40YK1y8PfxB5aCERqD_Dyosnkkc/117/105-w-113th-st-unit-1b-new-york-ny-living-room.jpg) ![Bathroom - 105 W 113th St](https://images1.apartments.com/i2/yS4S7_VG9cWk4Vrv3VIYv2dSb-qaXjlw76h8SzdH9Go/117/105-w-113th-st-unit-1b-new-york-ny-bathroom.jpg) ,
[129 W 116th St Unit 4B](https://www.apartments.com/129-w-116th-st-new-york-ny-unit-4b/x71rw1q/),,"[129 W 116th St, New York, NY 10026](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/129+W+116th+St,+New+York,+NY+10026/data=!4m2!4m1!3e2)",,"$2,850",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Stainless Steel Appliances
* Kitchen Facilities",,,* Hardwood Floors,12 Months,,,,,![Kitchen - 129 W 116th St](https://images1.apartments.com/i2/U1LDu0bBeVeqFxnzQcfqFvQ-ZlKGdX2Y8TD3B_pAPiw/111/129-w-116th-st-unit-4b-new-york-ny-kitchen.jpg) ![Kitchen - 129 W 116th St](https://images1.apartments.com/i2/TCVSd234bSalCG3Fa-AIGqbla2G2MJPoS6ZQf6ev5DM/117/129-w-116th-st-unit-4b-new-york-ny-kitchen.jpg) ![Kitchen - 129 W 116th St](https://images1.apartments.com/i2/HvkYC7h5BmSFNIuPnFAxtJ9db3tkTGsfVMkRCKQnYF0/117/129-w-116th-st-unit-4b-new-york-ny-kitchen.jpg) ![Living Room - 129 W 116th St](https://images1.apartments.com/i2/0lC3MKj2mW7Zw5kxVb_AKihUZvOhMqYYdJ0QvJhEY4s/117/129-w-116th-st-unit-4b-new-york-ny-living-room.jpg) ![Living Room - 129 W 116th St](https://images1.apartments.com/i2/zaThAym_r13WljICYBMxTl5t3yB3VeyBwE_Psz_dlfI/117/129-w-116th-st-unit-4b-new-york-ny-living-room.jpg) ![Bedroom - 129 W 116th St](https://images1.apartments.com/i2/3TGBA5n0WNN5blJXh9ti1yTjdz3XCXm-nO0u5-Sipwg/117/129-w-116th-st-unit-4b-new-york-ny-bedroom.jpg) ![Bedroom - 129 W 116th St](https://images1.apartments.com/i2/mcteCMEcxVSZC55AKAFHrGKJvX-FkskCnZxvXF01mo8/117/129-w-116th-st-unit-4b-new-york-ny-bedroom.jpg) ![Building Photo - 129 W 116th St](https://images1.apartments.com/i2/l47y5_sE7GJPNHmc7_-z6R5IwlhuvpaYlIvGCYeAcuk/117/129-w-116th-st-unit-4b-new-york-ny-building-photo.jpg) ![Bathroom - 129 W 116th St](https://images1.apartments.com/i2/Jesf_orw5JNr_54Rt9MUqqJchBA2cZYvrFAHSpXaCMc/117/129-w-116th-st-unit-4b-new-york-ny-bathroom.jpg) ![Bathroom - 129 W 116th St](https://images1.apartments.com/i2/fTCFtlRw3sHWeUNR5k_LiUBooTJ6Z8pO9LqZDODd3-8/117/129-w-116th-st-unit-4b-new-york-ny-bathroom.jpg) ,
[129 W 116th St Unit 5B](https://www.apartments.com/129-w-116th-st-new-york-ny-unit-5b/3jxdqqe/),,"[129 W 116th St, New York, NY 10026](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/129+W+116th+St,+New+York,+NY+10026/data=!4m2!4m1!3e2)",,"$2,800",,,Dogs and Cats Allowed,,,,,* Stainless Steel Appliances,,,* Hardwood Floors,12 Months,,,,,![Kitchen - 129 W 116th St](https://images1.apartments.com/i2/jhkJq7wEq4o5q6LXcxY1cVQAo94iwB4_nlAZ3eMU9v4/111/129-w-116th-st-unit-5b-new-york-ny-kitchen.jpg) ![Kitchen - 129 W 116th St](https://images1.apartments.com/i2/V7bSyQO-xh1HzjV5fKKWKFZs8JGR0GTT0sercSAl234/117/129-w-116th-st-unit-5b-new-york-ny-kitchen.jpg) ![Kitchen - 129 W 116th St](https://images1.apartments.com/i2/nUEowjQyf-Ko4a4ruR1LYfYGM4w6TIh7pTnCoOmhvYw/117/129-w-116th-st-unit-5b-new-york-ny-kitchen.jpg) ![Living Room - 129 W 116th St](https://images1.apartments.com/i2/-BzFpfiWtxJNZC5RVwLeAi4p-cD6x55ab_a4qpOoJ-4/117/129-w-116th-st-unit-5b-new-york-ny-living-room.jpg) ![Living Room - 129 W 116th St](https://images1.apartments.com/i2/O8B4mzKZkBQhvGtM87ARElw5O5nHjwX_2opslyy4ZYI/117/129-w-116th-st-unit-5b-new-york-ny-living-room.jpg) ![Bedroom - 129 W 116th St](https://images1.apartments.com/i2/RCMjyN2mTka9e4swRFhfh3DEUY7QgpVAsGQJJHsVyTQ/117/129-w-116th-st-unit-5b-new-york-ny-bedroom.jpg) ![Bedroom - 129 W 116th St](https://images1.apartments.com/i2/0KU7gHIoEq0EBP9le5o1D7uUYb5HS4ZszJnUn2KWp1s/117/129-w-116th-st-unit-5b-new-york-ny-bedroom.jpg) ![Bedroom - 129 W 116th St](https://images1.apartments.com/i2/-c4Pke5qi0MqIm4erjDPU6frFS5c6T64QVMWKCOFJrM/117/129-w-116th-st-unit-5b-new-york-ny-bedroom.jpg) ![Bedroom - 129 W 116th St](https://images1.apartments.com/i2/wYHQBZoISL8sAoBd4lS_KhPz1OkmR4WStseKwAvs3lw/117/129-w-116th-st-unit-5b-new-york-ny-bedroom.jpg) ![Bathroom - 129 W 116th St](https://images1.apartments.com/i2/r7SYNdeDYWwKlZQIh_DQUmMVqeERk-LoIqLMaKsVw4s/117/129-w-116th-st-unit-5b-new-york-ny-bathroom.jpg) ![Bathroom - 129 W 116th St](https://images1.apartments.com/i2/A9u72Bwu2aMWZyv5Zyom6YJnM1A2ijAV67FhCNMzkx0/117/129-w-116th-st-unit-5b-new-york-ny-bathroom.jpg) ,
[106 Convent Ave Unit 3](https://www.apartments.com/106-convent-ave-new-york-ny-unit-3/03etd63/),937-998-1717,"[106 Convent Ave, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/106+Convent+Ave,+New+York,+NY+10027/data=!4m2!4m1!3e2)",,"$2,400",,,Dogs and Cats Allowed,,,,,,,,,12 Months,,,,,![Primary Photo - 106 Convent Ave](https://images1.apartments.com/i2/wMORVnPklTi3RL2A27CoJ858zWfNXqfslR_LpPOmA0c/111/106-convent-ave-unit-3-new-york-ny-primary-photo.jpg) ![Building Photo - 106 Convent Ave](https://images1.apartments.com/i2/uV17pbH2SFkgdEMmSErr3l-jsuh-UR1F4E6iwoPKWsc/117/106-convent-ave-unit-3-new-york-ny-building-photo.jpg) ![Building Photo - 106 Convent Ave](https://images1.apartments.com/i2/Ufz18ZvfcBCDlTGB9rn6pBiWj7Xvzu7txZ4s0QFHQM8/117/106-convent-ave-unit-3-new-york-ny-building-photo.jpg) ![Building Photo - 106 Convent Ave](https://images1.apartments.com/i2/KHCRV6vOf4py2OSqkBiodo_ct8nqCo0tzEJ-FIe2q2I/117/106-convent-ave-unit-3-new-york-ny-building-photo.jpg) ![Building Photo - 106 Convent Ave](https://images1.apartments.com/i2/M1AQnUfAeMooUwuis6JefQJiAZqWlCasaM-rsrC__b0/117/106-convent-ave-unit-3-new-york-ny-building-photo.jpg) ,
[154 E 51st St Unit 5B](https://www.apartments.com/154-e-51st-st-new-york-ny-unit-5b/dvqg0ql/),,"[154 E 51st St, New York, NY 10022](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/154+E+51st+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)",,"$2,099",,,No Pets Allowed,,,,,"* Kitchen Facilities
* Instant Hot Water",,,* Hardwood Floors,12 Months,* Laundry Facilities,,* Elevator,* Gated Entry,![Primary Photo - 154 E 51st St](https://images1.apartments.com/i2/gWgVlO9B7HRkMHWKGpvgN6p0bbICWPycdVDNnLyjRX0/111/154-e-51st-st-unit-5b-new-york-ny-primary-photo.jpg) ![Building Photo - 154 E 51st St](https://images1.apartments.com/i2/3hl3vJ4cppsqdBF6ttb-Gv0A6mMGkEI8Um4_u4yYpD0/117/154-e-51st-st-unit-5b-new-york-ny-building-photo.jpg) ![Building Photo - 154 E 51st St](https://images1.apartments.com/i2/R0Bd2f6fFVB-buRnDwpzF4jf08PnJ-pqMdjPbfVKukE/117/154-e-51st-st-unit-5b-new-york-ny-building-photo.jpg) ![Building Photo - 154 E 51st St](https://images1.apartments.com/i2/HTeRqbS4yzOTdI7uEPyWDVXVTYBsdXzmlzPtBKIPixU/117/154-e-51st-st-unit-5b-new-york-ny-building-photo.jpg) ![Building Photo - 154 E 51st St](https://images1.apartments.com/i2/rZEqg4w1hgkel7kTVAlIxa0iu9PVxGgN6dOz_vTxUEs/117/154-e-51st-st-unit-5b-new-york-ny-building-photo.jpg) ![Building Photo - 154 E 51st St](https://images1.apartments.com/i2/JzKjdO6MSLCqTpCL2c0SVlPGrMsMHHJBJ56y5uc0CPk/117/154-e-51st-st-unit-5b-new-york-ny-building-photo.jpg) ,
[219 E 77th St Unit 29](https://www.apartments.com/219-e-77th-st-new-york-ny-unit-29/9d8kkt7/),,"[219 E 77th St, New York, NY 10075](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/219+E+77th+St,+New+York,+NY+10075/data=!4m2!4m1!3e2)",,"$2,825",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Stainless Steel Appliances
* Kitchen Facilities
* Instant Hot Water",,,* Hardwood Floors,12 Months,,,,* Gated Entry,![Primary Photo - 219 E 77th St](https://images1.apartments.com/i2/3ULL3Vux6odGysldt7e_N9dTiGKxbGSx7xlfNak69W4/111/219-e-77th-st-unit-29-new-york-ny-primary-photo.jpg) ![Building Photo - 219 E 77th St](https://images1.apartments.com/i2/NAB_WdLGr1yuPXrUjlRLSvQUnQuZl2IDXR8EzeiMN-Y/117/219-e-77th-st-unit-29-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 77th St](https://images1.apartments.com/i2/W0w1eM5w2ncHNVwzezUZ3zqGGqxcTb3rQ9Bq-FkVT1c/117/219-e-77th-st-unit-29-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 77th St](https://images1.apartments.com/i2/gdqThSJZiJv-mgzr0v1fJ8IeqaAKYBH6iXzw1LFij7M/117/219-e-77th-st-unit-29-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 77th St](https://images1.apartments.com/i2/F_xlUh0w8XId1R2Fj0u0CoO07E-8KpHUKMnzq9D0eaw/117/219-e-77th-st-unit-29-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 77th St](https://images1.apartments.com/i2/x-R72AY3BqnfKs4CxvZjqbilNkbXlEs-ufHGWsNq3_4/117/219-e-77th-st-unit-29-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 77th St](https://images1.apartments.com/i2/oXQ3J6VktiqVbzaOQirDJW31ol9KcjNYnezg1r7DDgY/117/219-e-77th-st-unit-29-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 77th St](https://images1.apartments.com/i2/Y7zsB6UMLslvnCCr3xW3EaJXEyo0UO5t5qC7lVe1yVM/117/219-e-77th-st-unit-29-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 77th St](https://images1.apartments.com/i2/0dnYuPks5tqwUIjr2PPfZxgGy7IAIlKOW-6-erCE86k/117/219-e-77th-st-unit-29-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 77th St](https://images1.apartments.com/i2/t-MI48vZuHWgkbn9jPmifhsb1Jd_JKjE7eux-U0s_m0/117/219-e-77th-st-unit-29-new-york-ny-building-photo.jpg) ![Building Photo - 219 E 77th St](https://images1.apartments.com/i2/Pfmruv2V118ft_SRVosnBecdxz6UWtyIHdRv4VDeW_M/117/219-e-77th-st-unit-29-new-york-ny-building-photo.jpg) ,
[124 E 24th St Unit 2K](https://www.apartments.com/124-e-24th-st-new-york-ny-unit-2k/h6b0vk2/),862-225-1973,"[124 E 24th St, New York, NY 10010](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/124+E+24th+St,+New+York,+NY+10010/data=!4m2!4m1!3e2)",,"$3,100",,,Dogs and Cats Allowed,,,,,* Kitchen Facilities,,,* Hardwood Floors,12 Months,* Laundry Facilities,,* Elevator,* Gated Entry,![Living space - 124 E 24th St](https://images1.apartments.com/i2/K0pYb1UOfydzypfYJ1itWBoThx0bcksLq0hU2LzK_Do/111/124-e-24th-st-unit-2k-new-york-ny-living-space.jpg) ![Kitchen - 124 E 24th St](https://images1.apartments.com/i2/IGFUTuqfpdTIQTlq_2wfQpQVKTf1PK2Ok-5G2bd5BHU/117/124-e-24th-st-unit-2k-new-york-ny-kitchen.jpg) ![Bathroom - 124 E 24th St](https://images1.apartments.com/i2/RlFNfbzbaLLPS_9TPocKIQEvvzv4JqrwL0GOVgAut-E/117/124-e-24th-st-unit-2k-new-york-ny-bathroom.jpg) ,
[10 W 132nd St Unit 2B](https://www.apartments.com/10-w-132nd-st-new-york-ny-unit-2b/xbsqtkq/),,"[10 W 132nd St, New York, NY 10037](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/10+W+132nd+St,+New+York,+NY+10037/data=!4m2!4m1!3e2)",,"$2,000",,,Dogs and Cats Allowed,,,,,"* Dishwasher
* Kitchen Facilities",,* Washer/Dryer,,12 Months,,,* Elevator,* Balcony,![Primary Photo - 10 W 132nd St](https://images1.apartments.com/i2/dv1SC9w28BKBoqCAl5PlSmP9thAXiHHPQfp4-MqdIVk/111/10-w-132nd-st-unit-2b-new-york-ny-primary-photo.jpg) ![Building Photo - 10 W 132nd St](https://images1.apartments.com/i2/Z6OphfQEJMl2wwAamfdv6m8o230o3lJjxKqfmqG6fNc/117/10-w-132nd-st-unit-2b-new-york-ny-building-photo.jpg) ![Building Photo - 10 W 132nd St](https://images1.apartments.com/i2/t9-DJRG_d0mI4AJm5gOPSggqF-GTVUC8rWiN67I6jMA/117/10-w-132nd-st-unit-2b-new-york-ny-building-photo.jpg) ![Building Photo - 10 W 132nd St](https://images1.apartments.com/i2/KN65ivIUlVl2-eTp8U7sSwzXhPwYErOmIM4HF8yoZHk/117/10-w-132nd-st-unit-2b-new-york-ny-building-photo.jpg) ,
