Option Name,Contact,Address,Size,Rent,Monthly Fees,One Time Fees,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info,Images,Description
379 Pleasant Ave Unit FL2,516-231-6507,"379 Pleasant Ave, New York, NY 10035",,"$2,500",,,Dogs and Cats Allowed,,,,,,,,,12 Months,* Gated Entry,,,,"['https://images1.apartments.com/i2/WPAuUeU1ubzdiFSlwxxIUQUvQEv9IkTnG9qBdwILkUg/111/379-pleasant-ave-unit-fl2-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/Sqn4lQJHElKgPdkCXNYt0sGULHcvg5zH_Hpb3C1HGmI/117/379-pleasant-ave-unit-fl2-new-york-ny-hallway.jpg', 'https://images1.apartments.com/i2/-WmrZCtfm12xrSoKr2cUDyKnftdX2VM6yWTdyJ_xlzo/117/379-pleasant-ave-unit-fl2-new-york-ny-living-room.jpg', 'https://images1.apartments.com/i2/1JMqtvCo6JzEiam4PXanIioz4GH0pWgVctAFNGHM7WA/117/379-pleasant-ave-unit-fl2-new-york-ny-kitchen.jpg', 'https://images1.apartments.com/i2/X-HdQaovoRXRNC_6aKhN0FcC-ceSZqY1c1Dj3v2gJWA/117/379-pleasant-ave-unit-fl2-new-york-ny-kitchen.jpg', 'https://images1.apartments.com/i2/nqmQJyftopWTodpQXL7jQ20Fp4FevsMhLwaxgCV8PoA/117/379-pleasant-ave-unit-fl2-new-york-ny-bath-1.jpg', 'https://images1.apartments.com/i2/xikW1vcAmifF7hu47UUvqCicXwuujwVrdGBBppSXYn8/117/379-pleasant-ave-unit-fl2-new-york-ny-bath-2.jpg', 'https://images1.apartments.com/i2/P1D8rYIRFhiwAIuEwR1q2KOtdzNPPlmT7zDLSJnlQbI/117/379-pleasant-ave-unit-fl2-new-york-ny-bedroom-1.jpg', 'https://images1.apartments.com/i2/lSnFVzQcXoknV83jV1Ytj0lHz8rCrMvji5niS4kKaIA/117/379-pleasant-ave-unit-fl2-new-york-ny-walk-in-closet.jpg', 'https://images1.apartments.com/i2/qZNh6SJi68ZdYnOWSK0DaPm6XKef4ZsduqDomYsC3Gc/117/379-pleasant-ave-unit-fl2-new-york-ny-bedroom-2.jpg']",
133 Fort George Ave Unit C,917-336-0367,"133 Fort George Ave, New York, NY 10040",600 Sq Ft,"$1,740",,,,,,,,"* Stainless Steel Appliances
* Kitchen",,* Washer/Dryer,,12 Months,,,* Elevator,,"['https://images1.apartments.com/i2/17wLht-036o_9YfXOyUujfl4XN-I_OX3XQts7AT3XKA/111/133-fort-george-ave-unit-c-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/UGo9e0sJ2TAALg_NjTVGs25YeRXc4rmgWsh2iS89gIM/117/133-fort-george-ave-unit-c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/HfAZhanG4_XzH0nD43DSzrg24C7kNzZXlfvLYpv9oF4/117/133-fort-george-ave-unit-c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/0ynoAHOyES8DDhXKIikd59VEnVVwQJmmXK8eoXOXwpQ/117/133-fort-george-ave-unit-c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/NzM6-nD9h_ftt3AlKy6zs7rxalT0gSUNa2s9dc9WTLs/117/133-fort-george-ave-unit-c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/cGY_WhwlyFejfsuYBgKv0VAOZj5r79lZPGbKr_pZEHU/117/133-fort-george-ave-unit-c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/ykpQaURwyuJVDKU-SPEA0A1Zxr38kHuiSTngBMY5t0E/117/133-fort-george-ave-unit-c-new-york-ny-building-photo.jpg']",
503 W 37th St Unit 7H,929-464-8393,"503 W 37th St, New York, NY 10018",,"$2,718",,,Dogs and Cats Allowed,,,Garage,"* Fitness Center
* Pool
* Bike Storage","* Dishwasher
* Stainless Steel Appliances
* Kitchen",,* Wi-Fi,* Hardwood Floors,12 Months,* Laundry Facilities,,,"* Sundeck
* Grill
* Barbecue/Grill","['https://images1.apartments.com/i2/qvpiNRWoKfDbpjp0I0WR_krbe0N_iwUo506bnpsGA-c/111/503-w-37th-st-unit-7h-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/ZdcXb7ACeWfsP6434NjrnOU7lfijYv3sl5pj0bCaJmM/117/503-w-37th-st-unit-7h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/G-KsYWlWK1RHdU1Y9Yj41X0GMf3suu3sSyaMyFgCZa0/117/503-w-37th-st-unit-7h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Pdfy7i3qGllUSiC6OEySVwpqceTfkOEHTE3Vm2uQ9lg/117/503-w-37th-st-unit-7h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/9fRAp-RhxvHMyi85q-iaL6r4-pchcgfOgxXGl9r1BT0/117/503-w-37th-st-unit-7h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/BviGtK918P8Kbuo0ZmI3RN1klVTYVvJ49AaABq4oPTA/117/503-w-37th-st-unit-7h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/yyfMhJe86hh8iKStV5CWBdLiWV5bmNUFkcorI2uOOLc/117/503-w-37th-st-unit-7h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/HPxfbEmOOESg8hUmWWd9YusMJgvrfiCF34c-1gibsUc/117/503-w-37th-st-unit-7h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/kJuMxkwsNlsDRdLYmkq-GB5ATDMRY4QZ-zMBsh3fcW0/117/503-w-37th-st-unit-7h-new-york-ny-building-photo.jpg']",
52 W 53rd St Unit A3,929-481-8191,"52 W 53rd St, New York, NY 10019",,"$3,500",,,Cats Allowed,,,Street,* Fitness Center,"* Dishwasher
* Stainless Steel Appliances
* Kitchen",,* Wi-Fi,,12 Months,"* Laundry Facilities
* Dry Cleaning Service",,,,"['https://images1.apartments.com/i2/qqACwXWYP0w9_RLxW0n_9692phpnyzVwk_Yk3-8YWLs/111/52-w-53rd-st-unit-a3-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/3CkrwP6_zf95_jRcQ38z_hZPmE28aPVivjs5bPVC7RU/117/52-w-53rd-st-unit-a3-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/CU8Zkg7KeqeAwGAjtGp7gTn8Ow4fSDLmzVK_mEGXPlg/117/52-w-53rd-st-unit-a3-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/NSTTbNo4m9YqOR24FFQD2tkl6K5oUH7FA-NT_N2-cEM/117/52-w-53rd-st-unit-a3-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/9g5Uui8a0kx0BgG2qzyecMnLCIWdiipdu6K2E_9gHcE/117/52-w-53rd-st-unit-a3-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/2zsqXVNV5ku63Eq63YAdLObJL4sJtMuGHs4Kcn1SsZc/117/52-w-53rd-st-unit-a3-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/PrOMJ9kChHavpb3frqlHU29mdxRScZROeasFXKCB99w/117/52-w-53rd-st-unit-a3-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/afR096j0vvfMNw9GXz9Vt9tpVaxeWLsXL3d7cGevgIg/117/52-w-53rd-st-unit-a3-new-york-ny-building-photo.jpg']",
272 W 47th St Unit 1BR,929-419-7485,"272 W 47th St, New York, NY 10036",700 Sq Ft,"$3,850",,,Dogs and Cats Allowed,,,Garage,"* Fitness Center
* Gameroom","* Dishwasher
* Granite Countertops
* Stainless Steel Appliances
* Kitchen
* Microwave",,"* Wi-Fi
* Fireplace",* Hardwood Floors,12 Months,"* Laundry Facilities
* Dry Cleaning Service",,,* Sundeck,"['https://images1.apartments.com/i2/75dNiGoNtiv8DDDYf3zsLlHGa0gtGYOeOEOTwOXvP8Y/111/272-w-47th-st-unit-1br-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/nb-6K30Kgj3sA3ty4Hq-NEVNot6ulIoKzldS8zUwtzQ/117/272-w-47th-st-unit-1br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/mgx2rr267Q-pTnmjdMn1FZKyk6NoXa4CHarXVW9ss2Q/117/272-w-47th-st-unit-1br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/UjOcIT-Ro4L9wkRtCzJ7ANerKDfA0B1TJVELLEr_TCI/117/272-w-47th-st-unit-1br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/8b7rOGw-miTBUAdpGaISqIq1ZBp_nIe3v8u46szDTXQ/117/272-w-47th-st-unit-1br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/iHNOJooV2b6nvSwkrFJljtFd6M4trGLkAg33XVFXeJY/117/272-w-47th-st-unit-1br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/0glqoX4a3sPhna_Y2uKXEde8M5Af7rVs3-q06wYk6Rg/117/272-w-47th-st-unit-1br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/6fBHujAurD3SfU6_SOi_rqlmLHgck-bPnXRJ40Zuzgk/117/272-w-47th-st-unit-1br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/VuE-HkfAcWZuUxXJ6abPb7T5H6cA4xNHGQr5wlpcPgE/117/272-w-47th-st-unit-1br-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/kuzc5eLcswXJMHZ76h4G-NDgC11bUqLv4IPqJi6Oijw/117/272-w-47th-st-unit-1br-new-york-ny-building-photo.jpg']",
53 W 34th St Unit A12,929-432-0789,"53 W 34th St, New York, NY 10001",,"$4,500",,,Cats Allowed,,,,* Fitness Center,,,* Wi-Fi,* Dining Room,12 Months,"* Laundry Facilities
* Dry Cleaning Service",,,,"['https://images1.apartments.com/i2/R7cPR5sWQ87bcdomxt2SvLfBIsHiK71RADEQUrrVmuQ/111/53-w-34th-st-unit-a12-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/qGMCr-HOmJDN32mzmDxRwSTqo8SzM9AN0xliPtIZtbk/117/53-w-34th-st-unit-a12-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/KDVjyfsfbm0xudCA_6570qZwFmj4x7vAEId7Qd2HWkk/117/53-w-34th-st-unit-a12-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/T0j7StNdeo9WA_oYtmRD7QXGq9WOhh32FXsVsVQaNco/117/53-w-34th-st-unit-a12-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/4q8msB2k5IHc-OBMcWLGwkIfQ71NtNLQyjqNtYM2m80/117/53-w-34th-st-unit-a12-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/ghVHGUeZWwd1-5476Ew6ro-7k4BhB2TKnVUWAyx3W3k/117/53-w-34th-st-unit-a12-new-york-ny-building-photo.jpg']",
56 W 34th St Unit A9,929-432-0972,"56 W 34th St, New York, NY 10001",,"$4,850",,,Cats Allowed,,,,* Fitness Center,,,* Wi-Fi,* Dining Room,12 Months,"* Laundry Facilities
* Dry Cleaning Service",,,,"['https://images1.apartments.com/i2/rtuyMevy-5n2k0jj4cyhhkXvQnBLLAY8Wcd5u4Z-Ag0/111/56-w-34th-st-unit-a9-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/Qst_OA3J2LeVfk80xCnXzXHkLjsFq84DxSU1UVO0uH0/117/56-w-34th-st-unit-a9-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Tx3xVpvZqAFlFU92vbzBq6uFrSjpJCzqtVmwa4vszjE/117/56-w-34th-st-unit-a9-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/G6U3DdNqjAZFv9HqSGnxsRItkGRMElfIuy6CLxA5ENI/117/56-w-34th-st-unit-a9-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/V8QTZE3TIEEwtMrm4Y7oOiMlH5w9OXB4s_ULs_RM4s0/117/56-w-34th-st-unit-a9-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/nWu45YKFUAQNmecHEXqsagHPe_usn3_vqkXTTMnDQS0/117/56-w-34th-st-unit-a9-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/TmO4C2nEbZAyomPro6SNB4Pp9XzcGByjGrfLFbKTC80/117/56-w-34th-st-unit-a9-new-york-ny-building-photo.jpg']",
53 W 34th St Unit C3,929-480-2427,"53 W 34th St, New York, NY 10001",,"$2,595",,,Dogs and Cats Allowed,,,Garage,* Fitness Center,"* Dishwasher
* Kitchen",,"* Wi-Fi
* Washer/Dryer",,12 Months,"* Laundry Facilities
* Dry Cleaning Service",,,,"['https://images1.apartments.com/i2/hXIfKMsd5IhFcoMGqCPgMBPHQYSnKXK_SJKsCwSEK_s/111/53-w-34th-st-unit-c3-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/8kZNW4es4kuEqxOBIw3cOZUVxyOdD0QxsfKNb-Gw7fs/117/53-w-34th-st-unit-c3-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/U2Cx0oEshyqRYWp0PHyxB3AulWa-IVH_4VUs5B9AXeg/117/53-w-34th-st-unit-c3-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Cjvb3mnrWQr_kyFD0Bmnl9d2Hn_8O5iok4G7_RbJdWs/117/53-w-34th-st-unit-c3-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/pkxo7bwl_4ZjA-NcJ-AvY7W9xSTjlxAehtXrAywByNU/117/53-w-34th-st-unit-c3-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Y2rxHniNMLm34xNMfHHgndVoPBF14klYcxMxqaE9fks/117/53-w-34th-st-unit-c3-new-york-ny-building-photo.jpg']",
236 W 48th St Unit 38H,929-480-2972,"236 W 48th St, New York, NY 10036",,"$5,756",,,Dogs and Cats Allowed,,,Garage,"* Fitness Center
* Pool","* Dishwasher
* Stainless Steel Appliances
* Kitchen",,"* Wi-Fi
* Washer/Dryer",* Hardwood Floors,12 Months,,,,"* Sundeck
* Balcony","['https://images1.apartments.com/i2/jAh_hXpaTtbUdGUHqfJXBA6cf5Wizd9UqY8iqdIksYE/111/236-w-48th-st-unit-38h-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/qmvrmVq1KSGf3Zmp_-ejcVXIxgbs3I5Na-oXQLKxK4k/117/236-w-48th-st-unit-38h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/-YeoiCxA79KWHWeALGX-BA4qBmyynOeBZSjhptQS3M8/117/236-w-48th-st-unit-38h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/U2LduZWyhqdW6k5SAwhNXfHMZ1Km-jQjxr4tGo28n3I/117/236-w-48th-st-unit-38h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/iFUmoeJZvWxOczGwg9ZS4TEf47Pn69kDZ5rZShiq29E/117/236-w-48th-st-unit-38h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/BnKVPRfUBJuy8eUEOHBVBKIfR-tOi_auKyl9kqnYuCI/117/236-w-48th-st-unit-38h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/RrJAwI2ACO1Suoot_Ac7nD5VVoyTUKKoy5QWx_0zd9E/117/236-w-48th-st-unit-38h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/UTfg9QizaukuzaWCgyCjOhqYlhgMtZTwFPhBLRJ3EIo/117/236-w-48th-st-unit-38h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/mMJJv7bXZQqK0wLaakvnAaye2jDzG_aKpLjvicpuXwo/117/236-w-48th-st-unit-38h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/v86tQ74_VssMZ6dleYhlKkvW_aeqRwUT9LpGl9PI5O4/117/236-w-48th-st-unit-38h-new-york-ny-building-photo.jpg']",
236 W 48th St Unit 16C,929-480-3452,"236 W 48th St, New York, NY 10036",,"$3,400",,,Dogs and Cats Allowed,,,Garage,"* Fitness Center
* Pool","* Dishwasher
* Stainless Steel Appliances
* Kitchen",,* Wi-Fi,* Hardwood Floors,12 Months,* Laundry Facilities,,,"* Sundeck
* Balcony","['https://images1.apartments.com/i2/pXe7E6_TlYhTT5XxldSsy4cawEtTY1BSRT97_3SB4hw/111/236-w-48th-st-unit-16c-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/gAP7yqrUf51Piy-GQNriG2ndJGKpF45CAMOSX2Dqhns/117/236-w-48th-st-unit-16c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/-XlmP9XhGPpQ2lSpFSWAPAJrXt20W_lHolE5ZxscKew/117/236-w-48th-st-unit-16c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/O0zguPlmFopB-tAONrK4_HyWA1X5uxr0lrk0ULviAfE/117/236-w-48th-st-unit-16c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/WHQcqF6ToKzmz6ZH_9_ehw3qrsR5J8LebjgsR9dy1Ps/117/236-w-48th-st-unit-16c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/2mM6q6GyQcFmFTAkdJ59Q46832UkjdYrl8whWXWH0Ec/117/236-w-48th-st-unit-16c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/kHj1KOCpQRqIjI452K_wIwZK_vvzIl6tpl7JcniCl7E/117/236-w-48th-st-unit-16c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/ZZNEZcIexGpWOb-HkuGKbBiLDaPI8zuGvQANloF7yrk/117/236-w-48th-st-unit-16c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/0dInzXtEteviFCSrOe2Pw5m2Ud1XD4-O1qJcG5cczTU/117/236-w-48th-st-unit-16c-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/IT7kMQgj9lGITNOIGiDjSettLI8WlxLZbedK0lvvwww/117/236-w-48th-st-unit-16c-new-york-ny-building-photo.jpg']",
147 W 55th St Unit f,,"147 W 55th St, New York, NY 10019",1 Sq Ft,"$3,600",,,Dogs and Cats Allowed,,,,,,,,,12 Months,* Laundry Facilities,,* Elevator,,"['https://images1.apartments.com/i2/b5SzV6_bTy6Tn8GJHgkYI0-rZWn3CM4sFgtWAZdZDVE/111/147-w-55th-st-unit-f-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/TAXbkFZo15eDr3r3FWvPKWRL6rFsCuq5iHJQnM_kIWI/117/147-w-55th-st-unit-f-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/bJqEcUZoMF8hfqYrP28XYi5diWjQhdVwmy3zvJglGTU/117/147-w-55th-st-unit-f-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/hZTLkR8RpwSzDd7srWSey-XXDiePQLYX0S3dEYCXSaI/117/147-w-55th-st-unit-f-new-york-ny-building-photo.jpg']",
312 11th Ave Unit 27H,844-890-3354,"312 11th Ave, New York, NY 10001",,"$6,229",,,Dogs and Cats Allowed,,,Garage,"* Fitness Center
* Bike Storage","* Stainless Steel Appliances
* Kitchen",,* Washer/Dryer,"* Hardwood Floors
* Double Pane Windows",12 Months,,,,,"['https://images1.apartments.com/i2/Bs0qwMVb_pSzj2pT_OWeh4HdQWUoFjn5n-djI7xcKwo/111/312-11th-ave-unit-27h-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/HixdEt_7XcbQo_mOk7aj4J3U83uBju3YYCieohzHtuQ/117/312-11th-ave-unit-27h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/YuqeHwaqRXxrE8TEJXB6_vG_6UBKWYNS4Oe0Ktdij8c/117/312-11th-ave-unit-27h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/0G4APO3VFmwOnwC5qENB-WrgoNa47pdIm1NrDwC9xT0/117/312-11th-ave-unit-27h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Y-ZzQ94kEiRycBWfOxVROnXZoHQDQzLX7iSUrPUhhgU/117/312-11th-ave-unit-27h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/oheLQH1JNAkmEnAh9JLmumbagMi_J0fgYO1g9fc4n94/117/312-11th-ave-unit-27h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/oCut6Uvyh7JHXoYxFpuy1-OTMA6gqmMxF4lKF-lClbg/117/312-11th-ave-unit-27h-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/TQ8iUCD6dRlHnjc7hJpDwRAffbFbp3Om1VwgL_aqGc4/117/312-11th-ave-unit-27h-new-york-ny-building-photo.jpg']",
312 11th Ave Unit 16K,917-994-0188,"312 11th Ave, New York, NY 10001",,"$4,854",,,Dogs and Cats Allowed,,,Garage,"* Fitness Center
* Bike Storage","* Stainless Steel Appliances
* Kitchen",,* Washer/Dryer,"* Hardwood Floors
* Double Pane Windows",12 Months,,,,,"['https://images1.apartments.com/i2/MdrgusAtpWU9AGbDV7cO5WD5flUbS11IpxyKVIIGsBE/111/312-11th-ave-unit-16k-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/KUZsqLxU0h5Xak7uFFtrOe_A6LRVDbioG2GDhbm0FnM/117/312-11th-ave-unit-16k-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/t12Qig5zMJkwAmmY3ENrIi594-7w6AD16odz1Borq7E/117/312-11th-ave-unit-16k-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/BEv7xpGoS_qbKbjXWzRAXO_4MxODpIu4NgoChpJ9-EE/117/312-11th-ave-unit-16k-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Ti3YVIN7eEqFp4KOj6EY7PwWh5NEL0LjkKnRklFGZIc/117/312-11th-ave-unit-16k-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/6KS_9nRYvg5N-_skZJqPvZ6dYlaBQMzG6rIQfjywJOM/117/312-11th-ave-unit-16k-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/Zdm7oBx_sJGKBHM4_Yt7l2n7XEQNIUSM6nbmUTvL1pU/117/312-11th-ave-unit-16k-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/KyZ4eZweySJ2OU1PQZqWpjgXl35MO3OJ2PqTcgpoaeQ/117/312-11th-ave-unit-16k-new-york-ny-building-photo.jpg']",
312 11th Ave Unit 07N,917-994-0073,"312 11th Ave, New York, NY 10001",,"$3,163",,,Dogs and Cats Allowed,,,Garage,"* Fitness Center
* Bike Storage","* Stainless Steel Appliances
* Kitchen",,* Washer/Dryer,"* Hardwood Floors
* Double Pane Windows",12 Months,,,,,"['https://images1.apartments.com/i2/zIWUE2gAgKX_x6znF8WUJ8Qz1aty-f2y0UqVr976_gw/111/312-11th-ave-unit-07n-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/umZQCl3jPyEBAguVWdGMyCwhJP7vqiMXQMsjCPlrKLw/117/312-11th-ave-unit-07n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/0TzhaaCYN6PCGDSSHAgEhRsIIUpVAIVMQF9mUjlyE2M/117/312-11th-ave-unit-07n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/7ZOS8gz2WlthA4Dnk79y-6LMhp0ZKaqhuygZaXHCqes/117/312-11th-ave-unit-07n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/NDFeStf4Z_IwSXz01dSFFK9oY3NyXB0r_bobQCyE1QE/117/312-11th-ave-unit-07n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/jhbokA0n3tn7vI6SLyRDCxWI5dfetvOZKChX8-H-oss/117/312-11th-ave-unit-07n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/pmh_Rox5xJku2QihvfjA6UScMVrcbeJue4pbvTcJD4c/117/312-11th-ave-unit-07n-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/VvsIhkpXKC8rLlkTGBGwtBPqiqE01CYaVs9y5m4-xzo/117/312-11th-ave-unit-07n-new-york-ny-building-photo.jpg']",
312 11th Ave Unit 15M,917-994-0852,"312 11th Ave, New York, NY 10001",,"$3,295",,,Dogs and Cats Allowed,,,Garage,"* Fitness Center
* Bike Storage","* Stainless Steel Appliances
* Kitchen",,* Washer/Dryer,"* Hardwood Floors
* Double Pane Windows",12 Months,,,,,"['https://images1.apartments.com/i2/jExpaYB7vN9R4suD7fmTQwlKmrX2Um8jF-9wxkkQL4k/111/312-11th-ave-unit-15m-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/_nTZLm0h-Nd1qIFs6xIgCj8X-gOWRiHfRG1oMUtd4UQ/117/312-11th-ave-unit-15m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/bcNtQ3LYR6JASC3cjU6EJT6K6Yy3tWkuV-s7f7byIkg/117/312-11th-ave-unit-15m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/segfStljxe8jw18noyJRaxJamQViBvk_ClV9rDOlYQE/117/312-11th-ave-unit-15m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/-tSKQRazeFW3ie9G3yhvmxUsPzXyd-OOhnxJFHk31CE/117/312-11th-ave-unit-15m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/zwOj7nL6lhQbxXqYmouLbqHQ3ru2abOD0g1qimOHDvA/117/312-11th-ave-unit-15m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/d8wVIEMYqsIZpFKjnoJYr7v5ST1myR7Ehj5kEC3wFog/117/312-11th-ave-unit-15m-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/d61Fyf74PgTFEoeeC3LTIETOKDivOzik-oX70c7urRs/117/312-11th-ave-unit-15m-new-york-ny-building-photo.jpg']",
349 Amsterdam Ave Unit 2R,929-359-7222,"349 Amsterdam Ave, New York, NY 10024",,"$2,799",,,Dogs and Cats Allowed,,,,,* Kitchen,,,,12 Months,,,,,"['https://images1.apartments.com/i2/VpUNjyHKOTexOu0rKYKqbO1-y2mqT4-WGJl_JXsJrcU/111/349-amsterdam-ave-unit-2r-new-york-ny-primary-photo.jpg', 'https://images1.apartments.com/i2/f7uq75vAXFUVqhUBfwpfADsUwHpPvboWydqPLpGBwfE/117/349-amsterdam-ave-unit-2r-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/H4MWe2_9hUWYdQSNZj2vAIDSDwvbcoYDqUlA0lb4VeQ/117/349-amsterdam-ave-unit-2r-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/DEqW8ql45qibPH3orI6oL2Rf1f174XuYk6_Hr4QZxjo/117/349-amsterdam-ave-unit-2r-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/iX_ihu_YIMURVRPT5B9ZDMEUukzl8maUBka04ZD-_9k/117/349-amsterdam-ave-unit-2r-new-york-ny-building-photo.jpg', 'https://images1.apartments.com/i2/pK4bOVSU4pAG2hmr3yZadJeN8OuYmuyvDwJpVyCiT3w/117/349-amsterdam-ave-unit-2r-new-york-ny-building-photo.jpg']",
