Option Name,Address
[276 W 117th St Unit 1e](https://www.apartments.com/276-w-117th-st-new-york-ny-unit-1e/zbfwzfy/),"[276 W 117th St, New York, NY 10026](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/276+W+117th+St,+New+York,+NY+10026/data=!4m2!4m1!3e2)"
[107 E 63rd St Unit 1B](https://www.apartments.com/107-e-63rd-st-new-york-ny-unit-1b/je3yyh7/),"[107 E 63rd St, New York, NY 10065](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/107+E+63rd+St,+New+York,+NY+10065/data=!4m2!4m1!3e2)"
[50 W 34th St Unit 4B06](https://www.apartments.com/50-w-34th-st-new-york-ny-unit-4b06/thlp36c/),"[50 W 34th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/50+W+34th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[30 W 63rd St Unit 31L](https://www.apartments.com/30-w-63rd-st-new-york-ny-unit-31l/l09x5ff/),"[30 W 63rd St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/30+W+63rd+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[30 W 63rd St Unit 3O](https://www.apartments.com/30-w-63rd-st-new-york-ny-unit-3o/ty8c999/),"[30 W 63rd St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/30+W+63rd+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[120 W 34th St Unit 14-L](https://www.apartments.com/120-w-34th-st-new-york-ny-unit-14-l/kpn4qdc/),"[120 W 34th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/120+W+34th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[120 W 34th St Unit 12-J](https://www.apartments.com/120-w-34th-st-new-york-ny-unit-12-j/0wzp5j2/),"[120 W 34th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/120+W+34th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[145 E 27th St Unit 12-N](https://www.apartments.com/145-e-27th-st-new-york-ny-unit-12-n/h9gfe81/),"[145 E 27th St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/145+E+27th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[109 Ann St Unit 711](https://www.apartments.com/109-ann-st-new-york-ny-unit-711/kd87vw9/),"[109 Ann St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/109+Ann+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)"
[109 Ann St Unit 316](https://www.apartments.com/109-ann-st-new-york-ny-unit-316/m3ct59h/),"[109 Ann St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/109+Ann+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)"
[626 E 20th St Unit 7A](https://www.apartments.com/626-e-20th-st-new-york-ny-unit-7a/4ev9wch/),"[626 E 20th St, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/626+E+20th+St,+New+York,+NY+10009/data=!4m2!4m1!3e2)"
[111 Worth St Unit 14](https://www.apartments.com/111-worth-st-new-york-ny-unit-14/ms1wz8l/),"[111 Worth St, New York, NY 10013](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/111+Worth+St,+New+York,+NY+10013/data=!4m2!4m1!3e2)"
[68 E 127th St Unit 1](https://www.apartments.com/68-e-127th-st-new-york-ny-unit-1/9zttes6/),"[68 E 127th St, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/68+E+127th+St,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[6 E 75th St Unit 3D](https://www.apartments.com/6-e-75th-st-new-york-ny-unit-3d/6l5hl5t/),"[6 E 75th St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/6+E+75th+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[348 E 87th St Unit 4A](https://www.apartments.com/348-e-87th-st-new-york-ny-unit-4a/tc3e9r8/),"[348 E 87th St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/348+E+87th+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[57 W 84th St Unit 2G](https://www.apartments.com/57-w-84th-st-new-york-ny-unit-2g/1lg09v6/),"[57 W 84th St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/57+W+84th+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[312 E 91st St Unit 1R](https://www.apartments.com/312-e-91st-st-new-york-ny-unit-1r/7q28yrw/),"[312 E 91st St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/312+E+91st+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[222 E 56th St Unit k2](https://www.apartments.com/222-e-56th-st-new-york-ny-unit-k2/kwwyd38/),"[222 E 56th St, New York, NY 10022](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/222+E+56th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)"
[420 E 61st St Unit 7 E](https://www.apartments.com/420-e-61st-st-new-york-city-ny-unit-7-e/l8ghlvg/),"[420 E 61st St, New York, NY 10065](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/420+E+61st+St,+New+York,+NY+10065/data=!4m2!4m1!3e2)"
[190 E 104th St Unit 4C](https://www.apartments.com/190-e-104th-st-new-york-ny-unit-4c/dgbgn7h/),"[190 E 104th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/190+E+104th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[501 E 116th St Unit 5](https://www.apartments.com/501-e-116th-st-new-york-ny-unit-5/btcgbvc/),"[501 E 116th St, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/501+E+116th+St,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[1469 5th Ave Unit 21](https://www.apartments.com/1469-5th-ave-new-york-ny-unit-21/8vwfkm3/),"[1469 5th Ave, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1469+5th+Ave,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[406 E 120th St](https://www.apartments.com/406-e-120th-st-new-york-ny/c8nbdld/),"[406 E 120th St, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/406+E+120th+St,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[333 E 108th St](https://www.apartments.com/333-e-108th-st-new-york-ny/9yrppw6/),"[333 E 108th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/333+E+108th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[2276 2nd Ave Unit 2D](https://www.apartments.com/2276-2nd-ave-new-york-ny-unit-2d/z6q5jwx/),"[2276 2nd Ave, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/2276+2nd+Ave,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[454 E 119th St Unit 2F](https://www.apartments.com/454-e-119th-st-new-york-ny-unit-2f/6xr2tzt/),"[454 E 119th St, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/454+E+119th+St,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[462 E 115th St Unit D](https://www.apartments.com/462-e-115th-st-new-york-ny-unit-d/6gl6r8v/),"[462 E 115th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/462+E+115th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[322 E 120th St Unit 4](https://www.apartments.com/322-e-120th-st-new-york-ny-unit-4/7nvsksw/),"[322 E 120th St, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/322+E+120th+St,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[245 E 110th St Unit 6B](https://www.apartments.com/245-e-110th-st-new-york-ny-unit-6b/zw7d7rz/),"[245 E 110th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/245+E+110th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[419 W 129th St Unit 3](https://www.apartments.com/419-w-129th-st-new-york-ny-unit-3/cx0k39f/),"[419 W 129th St, New York, NY 10027](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/419+W+129th+St,+New+York,+NY+10027/data=!4m2!4m1!3e2)"
[313 W 138th St Unit 1](https://www.apartments.com/313-w-138th-st-new-york-ny-unit-1/xp7fvwq/),"[313 W 138th St, New York, NY 10030](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/313+W+138th+St,+New+York,+NY+10030/data=!4m2!4m1!3e2)"
[34 E Broadway Unit 6](https://www.apartments.com/34-e-broadway-new-york-ny-unit-6/fxmx0cs/),"[34 E Broadway, New York, NY 10002](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/34+E+Broadway,+New+York,+NY+10002/data=!4m2!4m1!3e2)"
[504 E 88th St Unit 2b](https://www.apartments.com/504-e-88th-st-new-york-city-ny-unit-2b/8n7jv93/),"[504 E 88th St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/504+E+88th+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[633 Edgecombe Ave Unit 4C](https://www.apartments.com/633-edgecombe-ave-new-york-ny-unit-4c/gkc8mnw/),"[633 Edgecombe Ave, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/633+Edgecombe+Ave,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[326 E 58th St Unit 2043](https://www.apartments.com/326-e-58th-st-new-york-ny-unit-2043/x8pntjm/),"[326 E 58th St, New York, NY 10022](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/326+E+58th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)"
[223 Mott St Unit 2011](https://www.apartments.com/223-mott-st-new-york-ny-unit-2011/x5qmrpm/),"[223 Mott St, New York, NY 10012](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/223+Mott+St,+New+York,+NY+10012/data=!4m2!4m1!3e2)"
[55 E 14th St Unit 2027](https://www.apartments.com/55-e-14th-st-new-york-ny-unit-2027/w953gdj/),"[55 E 14th St, New York, NY 10003](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/55+E+14th+St,+New+York,+NY+10003/data=!4m2!4m1!3e2)"
[55 W 14th St Unit 2025](https://www.apartments.com/55-w-14th-st-new-york-ny-unit-2025/l4dhf9e/),"[55 W 14th St, New York, NY 10011](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/55+W+14th+St,+New+York,+NY+10011/data=!4m2!4m1!3e2)"
[400 W 42nd St Unit G](https://www.apartments.com/400-w-42nd-st-new-york-ny-unit-g/2krj28c/),"[400 W 42nd St, New York, NY 10036](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/400+W+42nd+St,+New+York,+NY+10036/data=!4m2!4m1!3e2)"
[153 E 108th St Unit 3](https://www.apartments.com/153-e-108th-st-new-york-ny-unit-3/9gz5r45/),"[153 E 108th St, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/153+E+108th+St,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[425 E 96th St Unit 6g](https://www.apartments.com/425-e-96th-st-new-york-ny-unit-6g/gde7x5z/),"[425 E 96th St, New York, NY 10128](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/425+E+96th+St,+New+York,+NY+10128/data=!4m2!4m1!3e2)"
[546 Main St Unit 417](https://www.apartments.com/546-main-st-new-york-ny-unit-417/w0g1zyl/),"[546 Main St, New York, NY 10044](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/546+Main+St,+New+York,+NY+10044/data=!4m2!4m1!3e2)"
[141 E 56th St Unit 3k](https://www.apartments.com/141-e-56th-st-new-york-ny-unit-3k/29c2mpc/),"[141 E 56th St, New York, NY 10022](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/141+E+56th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)"
[580 Main St Unit 730](https://www.apartments.com/580-main-st-new-york-city-ny-unit-730/qfpfwry/),"[580 Main St, New York, NY 10044](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/580+Main+St,+New+York,+NY+10044/data=!4m2!4m1!3e2)"
[141 E 56th St Unit 7c](https://www.apartments.com/141-e-56th-st-new-york-ny-unit-7c/06lrt83/),"[141 E 56th St, New York, NY 10022](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/141+E+56th+St,+New+York,+NY+10022/data=!4m2!4m1!3e2)"
[210 E 68th St Unit 11Ab](https://www.apartments.com/210-e-68th-st-new-york-ny-unit-11ab/8qrkhc3/),"[210 E 68th St, New York, NY 10065](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/210+E+68th+St,+New+York,+NY+10065/data=!4m2!4m1!3e2)"
[1405 5th Ave Unit 7C](https://www.apartments.com/1405-5th-ave-new-york-ny-unit-7c/g03m6mw/),"[1405 5th Ave, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1405+5th+Ave,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[3607 Broadway Unit 3o](https://www.apartments.com/3607-broadway-new-york-ny-unit-3o/c6zbkqd/),"[3607 Broadway, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/3607+Broadway,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[546 Main St Unit 714](https://www.apartments.com/546-main-st-new-york-ny-unit-714/yryqfwt/),"[546 Main St, New York, NY 10044](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/546+Main+St,+New+York,+NY+10044/data=!4m2!4m1!3e2)"
[518 W 204th St Unit 1](https://www.apartments.com/518-w-204th-st-new-york-ny-unit-1/5bqgbjp/),"[518 W 204th St, New York, NY 10034](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/518+W+204th+St,+New+York,+NY+10034/data=!4m2!4m1!3e2)"
[311 E 25th St Unit 1F](https://www.apartments.com/311-e-25th-st-new-york-ny-unit-1f/76knwfw/),"[311 E 25th St, New York, NY 10010](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/311+E+25th+St,+New+York,+NY+10010/data=!4m2!4m1!3e2)"
[601 W 156th St Unit 37A](https://www.apartments.com/601-w-156th-st-new-york-ny-unit-37a/dvfp0hl/),"[601 W 156th St, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/601+W+156th+St,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[90 Murray Street Unit 15A](https://www.apartments.com/90-murray-street-new-york-ny-unit-15a/m3r9jzk/),"[90 Murray Street, New York, NY 10007](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/90+Murray+Street,+New+York,+NY+10007/data=!4m2!4m1!3e2)"
[111 Worth St Unit 10E](https://www.apartments.com/111-worth-st-new-york-ny-unit-10e/xx85gyq/),"[111 Worth St, New York, NY 10013](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/111+Worth+St,+New+York,+NY+10013/data=!4m2!4m1!3e2)"
[450 North End Ave Unit 11E](https://www.apartments.com/450-north-end-ave-new-york-ny-unit-11e/ttnvzyc/),"[450 North End Ave, New York, NY 10282](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/450+North+End+Ave,+New+York,+NY+10282/data=!4m2!4m1!3e2)"
[85 John St Unit 9A](https://www.apartments.com/85-john-st-new-york-ny-unit-9a/zcz00sx/),"[85 John St, New York, NY 10038](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/85+John+St,+New+York,+NY+10038/data=!4m2!4m1!3e2)"
[320 E 39th St Unit 10L](https://www.apartments.com/320-e-39th-st-new-york-ny-unit-10l/h3m5dn3/),"[320 E 39th St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/320+E+39th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[150 W 51st St Unit 1526](https://www.apartments.com/150-w-51st-st-new-york-ny-unit-1526/38sf8fd/),"[150 W 51st St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/150+W+51st+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[510 W 171st St Unit 5B](https://www.apartments.com/510-w-171st-st-new-york-ny-unit-5b/7l303bw/),"[510 W 171st St, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/510+W+171st+St,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[330 W 51st St Unit 2G](https://www.apartments.com/330-w-51st-st-new-york-ny-unit-2g/8mdpl82/),"[330 W 51st St, New York, NY 10019](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/330+W+51st+St,+New+York,+NY+10019/data=!4m2!4m1!3e2)"
[359 Pleasant Ave Unit 1](https://www.apartments.com/359-pleasant-ave-new-york-ny-unit-1/9pw6qk7/),"[359 Pleasant Ave, New York, NY 10035](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/359+Pleasant+Ave,+New+York,+NY+10035/data=!4m2!4m1!3e2)"
[53 Hamilton Terrace Unit 36](https://www.apartments.com/53-hamilton-terrace-new-york-city-ny-unit-36/3em23wf/),"[53 Hamilton Terrace, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/53+Hamilton+Terrace,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[138 Haven Ave Unit 25E](https://www.apartments.com/138-haven-ave-new-york-ny-unit-25e/pskdpvr/),"[138 Haven Ave, New York, NY 10032](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/138+Haven+Ave,+New+York,+NY+10032/data=!4m2!4m1!3e2)"
[400 W 25th St Unit 2A](https://www.apartments.com/400-w-25th-st-new-york-ny-unit-2a/1lsjdl4/),"[400 W 25th St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/400+W+25th+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[82 E 3rd St Unit SE1](https://www.apartments.com/82-e-3rd-st-new-york-ny-unit-se1/7gx7skx/),"[82 E 3rd St, New York, NY 10003](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/82+E+3rd+St,+New+York,+NY+10003/data=!4m2!4m1!3e2)"
[1213 5th Ave Unit 35EF](https://www.apartments.com/1213-5th-ave-new-york-ny-unit-35ef/s15zgc5/),"[1213 5th Ave, New York, NY 10029](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1213+5th+Ave,+New+York,+NY+10029/data=!4m2!4m1!3e2)"
[220 W 98th St Unit 7C](https://www.apartments.com/220-w-98th-st-new-york-ny-unit-7c/b1zlryc/),"[220 W 98th St, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/220+W+98th+St,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[70 Little W St Unit Ph1B](https://www.apartments.com/70-little-w-st-new-york-ny-unit-ph1b/kjbfgp8/),"[70 Little W St, New York, NY 10004](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/70+Little+W+St,+New+York,+NY+10004/data=!4m2!4m1!3e2)"
[260 Park Ave S Unit 2G](https://www.apartments.com/260-park-ave-s-new-york-ny-unit-2g/hb9q5q1/),"[260 Park Ave S, New York, NY 10010](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/260+Park+Ave+S,+New+York,+NY+10010/data=!4m2!4m1!3e2)"
[60 W 77th St Unit 5A](https://www.apartments.com/60-w-77th-st-new-york-ny-unit-5a/k1wjkgb/),"[60 W 77th St, New York, NY 10024](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/60+W+77th+St,+New+York,+NY+10024/data=!4m2!4m1!3e2)"
[45 Warren St Unit PH](https://www.apartments.com/45-warren-st-new-york-ny-unit-ph/vhcel3g/),"[45 Warren St, New York, NY 10007](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/45+Warren+St,+New+York,+NY+10007/data=!4m2!4m1!3e2)"
[284 Mott St Unit 7Q](https://www.apartments.com/284-mott-st-new-york-ny-unit-7q/gepptpx/),"[284 Mott St, New York, NY 10012](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/284+Mott+St,+New+York,+NY+10012/data=!4m2!4m1!3e2)"
[150 West 4th Street Unit 6](https://www.apartments.com/150-west-4th-street-new-york-ny-unit-6/9ytd4y6/),"[150 West 4th Street, New York, NY 10012](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/150+West+4th+Street,+New+York,+NY+10012/data=!4m2!4m1!3e2)"
[120 Thompson St Unit 11](https://www.apartments.com/120-thompson-st-new-york-ny-unit-11/zcfzxry/),"[120 Thompson St, New York, NY 10012](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/120+Thompson+St,+New+York,+NY+10012/data=!4m2!4m1!3e2)"
[107 St Marks Pl Unit 5H](https://www.apartments.com/107-st-marks-pl-new-york-ny-unit-5h/lmhx3md/),"[107 St Marks Pl, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/107+St+Marks+Pl,+New+York,+NY+10009/data=!4m2!4m1!3e2)"
[145 E 82nd St Unit PH](https://www.apartments.com/145-e-82nd-st-new-york-ny-unit-ph/c5lm6sf/),"[145 E 82nd St, New York, NY 10028](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/145+E+82nd+St,+New+York,+NY+10028/data=!4m2!4m1!3e2)"
[340 E 29th St Unit 2-I](https://www.apartments.com/340-e-29th-st-new-york-ny-unit-2-i/q8t4zrx/),"[340 E 29th St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/340+E+29th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[150 E 44th St Unit 21E](https://www.apartments.com/150-e-44th-st-new-york-ny-unit-21e/xkc0emq/),"[150 E 44th St, New York, NY 10017](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/150+E+44th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)"
[1080 Amsterdam Ave Unit 506](https://www.apartments.com/1080-amsterdam-ave-new-york-ny-unit-506/cr9e5vf/),"[1080 Amsterdam Ave, New York, NY 10025](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1080+Amsterdam+Ave,+New+York,+NY+10025/data=!4m2!4m1!3e2)"
[484 E 74th St Unit 1RE](https://www.apartments.com/484-e-74th-st-new-york-ny-unit-1re/kky3s8c/),"[484 E 74th St, New York, NY 10021](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/484+E+74th+St,+New+York,+NY+10021/data=!4m2!4m1!3e2)"
[65 W 70th St Unit 4s](https://www.apartments.com/65-w-70th-st-new-york-ny-unit-4s/v7qm7eg/),"[65 W 70th St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/65+W+70th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[326 E 35th St Unit A](https://www.apartments.com/326-e-35th-st-new-york-ny-unit-a/v6be0tf/),"[326 E 35th St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/326+E+35th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[115 E 34th St Unit 1608](https://www.apartments.com/115-e-34th-st-new-york-ny-unit-1608/w257j0h/),"[115 E 34th St, New York, NY 10016](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/115+E+34th+St,+New+York,+NY+10016/data=!4m2!4m1!3e2)"
[157 W 32nd St Unit 5J](https://www.apartments.com/157-w-32nd-st-new-york-ny-unit-5j/wvx1vhj/),"[157 W 32nd St, New York, NY 10001](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/157+W+32nd+St,+New+York,+NY+10001/data=!4m2!4m1!3e2)"
[170 E 3rd St Unit 2N](https://www.apartments.com/170-e-3rd-st-new-york-ny-unit-2n/jxct7n6/),"[170 E 3rd St, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/170+E+3rd+St,+New+York,+NY+10009/data=!4m2!4m1!3e2)"
[25 N Moore St Unit 16](https://www.apartments.com/25-n-moore-st-new-york-ny-unit-16/dd0rnzl/),"[25 N Moore St, New York, NY 10013](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/25+N+Moore+St,+New+York,+NY+10013/data=!4m2!4m1!3e2)"
[326 E 2nd St Unit 42](https://www.apartments.com/326-e-2nd-st-new-york-ny-unit-42/z7bzfgy/),"[326 E 2nd St, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/326+E+2nd+St,+New+York,+NY+10009/data=!4m2!4m1!3e2)"
[40 Horatio St Unit 2](https://www.apartments.com/40-horatio-st-new-york-ny-unit-2/r3f50s0/),"[40 Horatio St, New York, NY 10014](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/40+Horatio+St,+New+York,+NY+10014/data=!4m2!4m1!3e2)"
[20 St Marks Pl Unit 2F](https://www.apartments.com/20-st-marks-pl-new-york-ny-unit-2f/8jxkxj0/),"[20 St Marks Pl, New York, NY 10003](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/20+St+Marks+Pl,+New+York,+NY+10003/data=!4m2!4m1!3e2)"
[94 Avenue A Unit 3](https://www.apartments.com/94-avenue-a-new-york-ny-unit-3/hebnmp0/),"[94 Avenue A, New York, NY 10009](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/94+Avenue+A,+New+York,+NY+10009/data=!4m2!4m1!3e2)"
[148 W 68th St Unit 4B](https://www.apartments.com/148-w-68th-st-new-york-ny-unit-4b/rw2t651/),"[148 W 68th St, New York, NY 10023](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/148+W+68th+St,+New+York,+NY+10023/data=!4m2!4m1!3e2)"
[333 E 49th St Unit 4K](https://www.apartments.com/333-e-49th-st-new-york-ny-unit-4k/zbqd5hy/),"[333 E 49th St, New York, NY 10017](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/333+E+49th+St,+New+York,+NY+10017/data=!4m2!4m1!3e2)"
[3333 Broadway Unit 2 bed](https://www.apartments.com/3333-broadway-new-york-ny-unit-2-bed/cnv0n2d/),"[3333 Broadway, New York, NY 10031](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/3333+Broadway,+New+York,+NY+10031/data=!4m2!4m1!3e2)"
[1 Arden St Unit 416](https://www.apartments.com/1-arden-st-new-york-ny-unit-416/ktqkhec/),"[1 Arden St, New York, NY 10040](https://www.google.com/maps/dir/'350+5th+Ave+New+York,+NY+10118'/1+Arden+St,+New+York,+NY+10040/data=!4m2!4m1!3e2)"
